Course,Morning_Attend,Displaced,SpecialNeeds,Debtor,Fees_Paid,Gender,Scholarship,Age,S1_Evaluations,S1_Grade,S2_Evaluations,S2_Grade,Unemployment_Rate,Inflation_Rate,GDP,Has_Spouse,Developed_Nation,Parent_Income_Proxy,Target_3level
7,1,1,0,0,1,1,0,19.0,10,11.0,10,0.0,11.1,0.6,2.02,single_or_no_spouse,developed,3.0,At-risk
9,1,0,0,0,1,1,0,20.0,14,0.0,5,0.0,11.1,0.6,2.02,single_or_no_spouse,developed,2.0,At-risk
4,1,0,0,0,1,1,0,25.0,16,12.428571428571429,13,10.857142857142858,15.5,2.8,-4.06,single_or_no_spouse,developed,3.0,At-risk
9,1,1,0,0,1,1,0,20.0,8,11.0,11,12.0,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,Regular
2,1,1,0,0,1,1,0,18.0,0,0.0,0,0.0,7.6,2.6,0.32,single_or_no_spouse,developed,1.0,Regular
11,1,1,0,1,1,1,0,23.0,12,11.5,12,10.666666666666666,8.9,1.4,3.51,single_or_no_spouse,developed,1.5,Regular
12,1,1,0,0,1,1,0,23.0,8,12.5075,8,12.5075,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.5,Regular
4,1,0,0,0,1,1,0,21.0,18,12.090909090909092,14,12.0,8.9,1.4,3.51,single_or_no_spouse,developed,2.0,Regular
8,1,1,0,0,1,1,0,20.0,14,11.0,9,12.666666666666666,9.4,-0.8,-3.12,single_or_no_spouse,developed,3.0,Regular
17,0,0,0,0,1,1,0,25.0,13,10.0,8,11.333333333333334,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,At-risk
8,1,1,0,0,1,1,0,20.0,6,13.5,9,13.2,8.9,1.4,3.51,single_or_no_spouse,developed,1.0,Regular
5,1,1,0,0,1,1,0,22.0,6,14.166666666666666,8,13.625,10.8,1.4,1.74,single_or_no_spouse,developed,1.0,Exceptional
14,1,0,0,0,1,1,0,27.0,7,14.0,7,14.714285714285714,8.9,1.4,3.51,single_or_no_spouse,developed,2.0,Exceptional
4,1,0,0,0,1,1,0,25.0,4,0.0,5,0.0,16.2,0.3,-0.92,single_or_no_spouse,developed,2.5,At-risk
7,1,1,0,0,1,1,0,18.0,9,11.666666666666666,10,11.333333333333334,7.6,2.6,0.32,single_or_no_spouse,developed,1.5,At-risk
6,1,0,0,0,1,1,0,20.0,7,14.6,5,14.2,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,Exceptional
4,1,0,0,0,1,1,0,27.0,10,13.0,13,11.5,16.2,0.3,-0.92,single_or_no_spouse,developed,3.0,Regular
3,0,0,0,0,1,1,0,20.0,7,12.166666666666666,9,12.0,7.6,2.6,0.32,single_or_no_spouse,developed,1.0,Regular
9,1,1,0,0,1,1,0,22.0,9,0.0,5,12.0,7.6,2.6,0.32,single_or_no_spouse,developed,1.0,At-risk
7,1,1,0,0,1,1,0,19.0,10,10.5,11,10.8,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,At-risk
9,1,0,0,0,1,1,0,20.0,14,12.4,8,10.833333333333334,13.9,-0.3,0.79,single_or_no_spouse,developed,2.0,Regular
2,1,0,0,0,1,1,0,19.0,0,0.0,0,0.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.5,Regular
6,1,1,0,0,0,1,0,29.0,12,0.0,8,0.0,9.4,-0.8,-3.12,has_spouse,developed,2.0,At-risk
12,1,0,0,0,1,1,0,19.0,8,13.828571428571427,8,13.828571428571427,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,Exceptional
17,0,1,0,0,1,0,1,28.0,7,10.6,6,10.2,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.0,Regular
10,1,0,0,0,1,0,0,20.0,7,11.5,6,11.666666666666666,7.6,2.6,0.32,has_spouse,developed,2.0,Regular
5,1,1,0,0,1,0,0,20.0,6,13.5,8,13.625,10.8,1.4,1.74,single_or_no_spouse,developed,1.0,Regular
3,0,1,0,0,1,0,0,31.0,12,0.0,0,0.0,7.6,2.6,0.32,single_or_no_spouse,developed,2.0,At-risk
12,1,1,0,0,1,0,0,18.0,8,12.5375,9,12.614285714285714,13.9,-0.3,0.79,single_or_no_spouse,developed,2.0,Regular
14,1,1,0,0,1,0,0,19.0,6,14.833333333333334,8,13.285714285714286,8.9,1.4,3.51,single_or_no_spouse,developed,1.5,Exceptional
9,1,1,0,0,1,0,0,18.0,10,12.0,9,12.8,13.9,-0.3,0.79,single_or_no_spouse,developed,1.0,Regular
11,1,0,0,0,1,0,0,19.0,8,11.8,8,11.6,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,Regular
9,1,0,0,0,1,0,1,18.0,5,15.0,5,15.2,12.7,3.7,-1.7,single_or_no_spouse,developed,3.0,Exceptional
6,1,0,0,0,1,0,0,19.0,7,12.0,7,13.2,7.6,2.6,0.32,single_or_no_spouse,developed,2.0,Regular
15,1,1,0,0,1,0,1,18.0,6,12.833333333333334,7,12.285714285714286,15.5,2.8,-4.06,single_or_no_spouse,developed,1.0,Regular
11,1,1,0,0,1,0,0,19.0,12,11.666666666666666,14,12.0,7.6,2.6,0.32,single_or_no_spouse,developed,2.0,Regular
13,1,0,0,0,1,0,0,19.0,9,12.1625,8,13.825,13.9,-0.3,0.79,single_or_no_spouse,developed,2.0,Regular
14,1,1,0,0,1,0,0,18.0,6,13.833333333333334,11,14.555555555555555,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,Exceptional
12,1,0,0,0,1,0,0,19.0,12,12.45,11,11.7,16.2,0.3,-0.92,single_or_no_spouse,developed,2.0,Regular
14,1,0,0,0,1,0,1,20.0,9,12.125,7,13.571428571428571,11.1,0.6,2.02,single_or_no_spouse,developed,1.5,Regular
14,1,1,0,0,1,0,0,20.0,8,13.4,10,13.0,12.7,3.7,-1.7,single_or_no_spouse,developed,1.5,Regular
4,1,0,0,1,1,0,0,20.0,8,13.333333333333334,8,14.0,11.1,0.6,2.02,single_or_no_spouse,developed,2.0,Exceptional
17,0,0,0,0,1,0,0,29.0,15,11.454545454545457,16,11.545454545454543,10.8,1.4,1.74,single_or_no_spouse,developed,1.0,At-risk
16,1,0,0,0,0,0,1,20.0,10,12.0,14,10.0,7.6,2.6,0.32,single_or_no_spouse,developed,1.5,At-risk
16,1,0,0,1,0,0,0,31.0,8,12.666666666666666,9,12.6,8.9,1.4,3.51,single_or_no_spouse,developed,1.5,At-risk
14,1,0,1,0,1,0,0,20.0,7,12.666666666666666,9,13.77777777777778,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,Regular
4,1,1,0,0,1,0,0,21.0,22,11.88888888888889,13,11.461538461538462,15.5,2.8,-4.06,single_or_no_spouse,developed,1.0,Regular
8,1,1,0,0,1,0,0,23.0,0,0.0,0,0.0,12.4,0.5,1.79,single_or_no_spouse,developed,1.0,At-risk
5,1,0,0,1,0,0,0,21.0,6,13.0,8,11.6,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,At-risk
12,1,0,0,0,1,0,0,24.0,7,16.885714285714283,9,15.744444444444444,16.2,0.3,-0.92,single_or_no_spouse,developed,1.5,Exceptional
3,0,0,0,0,1,0,0,27.0,6,12.5,6,12.333333333333334,15.5,2.8,-4.06,single_or_no_spouse,developed,2.0,Regular
12,1,0,0,0,1,0,1,18.0,9,13.055555555555555,8,15.8125,13.9,-0.3,0.79,single_or_no_spouse,developed,2.0,Exceptional
2,1,1,0,0,0,0,0,21.0,0,0.0,0,0.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.0,At-risk
8,1,1,0,1,1,0,1,19.0,7,0.0,5,0.0,7.6,2.6,0.32,single_or_no_spouse,developed,3.0,At-risk
12,1,1,0,0,1,0,1,19.0,8,12.355714285714283,8,12.355714285714283,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,Regular
6,1,0,0,0,1,0,0,18.0,0,0.0,0,0.0,12.4,0.5,1.79,single_or_no_spouse,developed,1.5,At-risk
12,1,1,0,0,1,0,1,18.0,8,11.98,8,11.98,7.6,2.6,0.32,single_or_no_spouse,developed,2.0,Regular
16,1,1,0,1,1,0,1,20.0,7,13.857142857142858,8,12.571428571428571,8.9,1.4,3.51,single_or_no_spouse,developed,1.0,Regular
3,0,1,0,0,1,0,0,24.0,9,13.0,6,14.166666666666666,9.4,-0.8,-3.12,has_spouse,developed,2.0,Regular
5,1,1,0,0,1,0,0,20.0,6,12.833333333333334,10,11.166666666666666,12.4,0.5,1.79,single_or_no_spouse,developed,3.0,Regular
9,1,0,0,0,1,0,0,20.0,11,11.0,7,13.2,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,Regular
12,1,1,0,0,1,0,1,19.0,8,12.357142857142858,8,12.357142857142858,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,Regular
12,1,1,0,0,1,0,1,18.0,8,14.285714285714286,8,13.857142857142858,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,Exceptional
10,1,1,0,0,1,0,1,20.0,6,12.333333333333334,6,10.666666666666666,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.5,Regular
12,1,1,0,0,1,0,0,20.0,8,12.847142857142858,10,13.788888888888888,16.2,0.3,-0.92,single_or_no_spouse,developed,1.0,Regular
12,1,1,0,0,1,0,1,19.0,9,12.285714285714286,9,13.01875,11.1,0.6,2.02,single_or_no_spouse,developed,2.0,Regular
6,1,1,0,0,1,0,0,19.0,10,12.666666666666666,19,11.75,12.4,0.5,1.79,single_or_no_spouse,developed,3.0,Regular
15,1,1,0,0,1,0,0,20.0,6,13.833333333333334,6,12.5,12.7,3.7,-1.7,single_or_no_spouse,developed,2.0,Regular
9,1,1,0,0,1,0,0,19.0,15,10.75,11,10.0,13.9,-0.3,0.79,single_or_no_spouse,developed,2.5,At-risk
16,1,1,0,0,1,0,0,19.0,11,13.25,10,10.25,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.5,At-risk
12,1,1,0,0,1,0,1,18.0,8,13.73125,8,13.73125,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.0,Exceptional
5,1,0,0,0,1,0,1,23.0,6,13.333333333333334,8,12.666666666666666,11.1,0.6,2.02,single_or_no_spouse,developed,1.0,At-risk
16,1,1,0,0,1,0,0,21.0,8,12.0,9,10.8,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,At-risk
3,0,1,0,0,1,0,0,23.0,10,10.88888888888889,10,11.333333333333334,11.1,0.6,2.02,single_or_no_spouse,developed,2.0,Regular
12,1,1,0,0,1,0,0,19.0,8,13.025,9,13.811111111111112,13.9,-0.3,0.79,single_or_no_spouse,developed,1.5,Regular
15,1,1,0,0,1,0,0,18.0,6,13.0,6,14.166666666666666,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,Regular
15,1,1,1,0,1,0,0,19.0,10,11.8,10,12.0,10.8,1.4,1.74,single_or_no_spouse,developed,1.0,Regular
12,1,0,0,0,1,0,1,25.0,8,12.042857142857144,8,12.042857142857144,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,Regular
16,1,1,0,0,1,0,0,19.0,9,12.2,10,13.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.5,Regular
12,1,0,0,0,1,0,1,19.0,8,12.8375,8,15.5,13.9,-0.3,0.79,single_or_no_spouse,developed,2.0,Exceptional
13,1,0,0,1,1,0,1,24.0,13,11.0,13,11.7,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,Regular
14,1,1,0,0,1,0,1,18.0,7,13.5,9,14.0,8.9,1.4,3.51,single_or_no_spouse,developed,1.5,Exceptional
10,1,1,0,0,1,0,1,19.0,8,12.125,7,12.714285714285714,16.2,0.3,-0.92,single_or_no_spouse,developed,2.0,Regular
12,1,0,0,0,1,0,1,18.0,12,12.62857142857143,12,12.62857142857143,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,Regular
17,0,0,0,0,1,0,0,27.0,9,10.666666666666666,7,11.4,10.8,1.4,1.74,single_or_no_spouse,developed,1.5,Regular
10,1,0,0,0,1,0,0,19.0,11,11.2,13,11.6,15.5,2.8,-4.06,single_or_no_spouse,developed,2.0,Regular
15,1,0,0,0,1,0,1,18.0,6,12.666666666666666,6,11.833333333333334,12.7,3.7,-1.7,single_or_no_spouse,developed,3.0,At-risk
14,1,0,0,1,0,0,0,34.0,7,13.5,6,0.0,12.7,3.7,-1.7,has_spouse,developed,1.0,At-risk
9,1,0,0,0,1,0,0,18.0,9,11.666666666666666,15,11.0,7.6,2.6,0.32,single_or_no_spouse,developed,1.0,Regular
9,1,1,0,0,1,0,0,18.0,8,10.5,7,12.333333333333334,7.6,2.6,0.32,single_or_no_spouse,developed,1.5,Regular
12,1,1,0,0,1,0,0,18.0,8,14.26875,8,14.26875,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.0,Exceptional
15,1,1,0,1,0,0,0,20.0,0,0.0,0,0.0,8.9,1.4,3.51,single_or_no_spouse,developed,2.0,At-risk
9,1,1,0,0,1,0,1,19.0,8,10.5,11,13.333333333333334,7.6,2.6,0.32,single_or_no_spouse,developed,1.0,Regular
10,1,0,0,0,1,0,0,21.0,11,11.2,15,10.0,7.6,2.6,0.32,single_or_no_spouse,developed,2.5,Regular
17,0,0,0,0,1,0,0,26.0,5,12.0,6,14.833333333333334,10.8,1.4,1.74,has_spouse,developed,1.5,Regular
13,1,0,0,0,1,0,0,27.0,9,12.228571428571428,10,13.2125,10.8,1.4,1.74,single_or_no_spouse,developed,2.5,Regular
14,1,1,0,0,1,0,0,20.0,6,11.5,5,10.75,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.5,Regular
10,1,1,0,0,1,0,0,18.0,8,15.375,7,16.428571428571427,16.2,0.3,-0.92,single_or_no_spouse,developed,1.5,Exceptional
6,1,1,0,0,0,0,0,23.0,19,13.666666666666666,15,13.5,8.9,1.4,3.51,single_or_no_spouse,developed,2.0,Regular
12,1,0,0,0,1,0,0,24.0,11,12.614285714285714,11,12.614285714285714,12.7,3.7,-1.7,single_or_no_spouse,developed,2.5,Regular
10,1,1,0,0,1,0,1,19.0,7,12.2,6,11.5,13.9,-0.3,0.79,single_or_no_spouse,developed,1.5,Regular
15,1,0,0,0,1,0,0,19.0,13,11.75,10,11.0,10.8,1.4,1.74,single_or_no_spouse,developed,2.5,Regular
10,1,1,0,1,1,0,1,19.0,9,11.4,9,10.0,8.9,1.4,3.51,single_or_no_spouse,developed,1.5,Regular
10,1,0,0,1,1,0,0,18.0,10,10.6,14,10.0,7.6,2.6,0.32,single_or_no_spouse,developed,2.0,Regular
3,0,0,0,0,1,0,0,22.0,16,10.923076923076923,13,11.454545454545457,16.2,0.3,-0.92,single_or_no_spouse,developed,2.0,Regular
5,1,0,0,0,1,0,0,20.0,6,12.4,9,12.4,12.7,3.7,-1.7,single_or_no_spouse,developed,2.0,Regular
4,1,0,0,0,1,0,0,25.0,6,0.0,6,0.0,11.1,0.6,2.02,single_or_no_spouse,developed,1.0,At-risk
4,1,0,0,0,1,0,0,21.0,6,15.833333333333334,8,15.5,15.5,2.8,-4.06,single_or_no_spouse,developed,2.5,Exceptional
12,1,1,0,0,1,0,0,19.0,12,11.8,9,11.708333333333334,11.1,0.6,2.02,single_or_no_spouse,developed,1.5,Regular
15,1,1,0,0,1,0,0,18.0,7,12.571428571428571,6,13.666666666666666,13.9,-0.3,0.79,single_or_no_spouse,developed,2.5,Regular
14,1,1,0,0,1,0,0,18.0,7,12.0,7,13.25,7.6,2.6,0.32,single_or_no_spouse,developed,1.0,Regular
12,1,1,0,0,1,1,0,19.0,8,13.3625,9,14.444444444444445,13.9,-0.3,0.79,single_or_no_spouse,developed,1.5,Exceptional
6,1,1,0,0,1,0,1,19.0,6,15.4,5,16.0,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,Exceptional
15,1,1,0,1,0,0,0,18.0,9,12.2,9,11.75,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,At-risk
10,1,1,0,0,1,0,1,20.0,11,12.818181818181818,11,13.545454545454543,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,Regular
12,1,1,0,0,1,0,0,19.0,0,0.0,0,0.0,12.4,0.5,1.79,single_or_no_spouse,developed,1.5,At-risk
12,1,1,0,0,1,0,0,28.0,21,13.394736842105264,19,13.554736842105264,16.2,0.3,-0.92,single_or_no_spouse,developed,2.0,Regular
10,1,1,0,0,1,0,1,20.0,8,14.25,8,11.0,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,Regular
3,0,1,0,0,1,0,0,30.0,19,13.444444444444445,7,14.714285714285714,7.6,2.6,0.32,single_or_no_spouse,developed,2.0,At-risk
12,1,1,0,0,1,0,1,19.0,8,12.285714285714286,10,11.7375,12.4,0.5,1.79,single_or_no_spouse,developed,1.5,Regular
5,1,1,0,0,1,0,0,22.0,7,11.666666666666666,7,13.2,12.7,3.7,-1.7,single_or_no_spouse,developed,3.0,Regular
11,1,1,0,0,1,0,0,18.0,8,12.166666666666666,6,13.5,11.1,0.6,2.02,single_or_no_spouse,developed,1.5,Regular
16,1,1,0,0,1,0,0,23.0,11,10.0,15,11.0,7.6,2.6,0.32,single_or_no_spouse,developed,1.0,At-risk
5,1,1,0,0,1,0,0,18.0,6,14.0,6,15.0,11.1,0.6,2.02,single_or_no_spouse,developed,2.0,Exceptional
16,1,1,0,0,1,0,0,18.0,9,11.833333333333334,6,12.0,15.5,2.8,-4.06,single_or_no_spouse,developed,2.0,Regular
15,1,0,0,1,0,1,0,50.0,7,15.0,12,0.0,10.8,1.4,1.74,has_spouse,developed,1.0,At-risk
2,1,1,0,0,1,0,1,19.0,0,0.0,0,0.0,13.9,-0.3,0.79,single_or_no_spouse,not_developed,2.5,Regular
11,1,1,0,0,1,0,0,22.0,7,10.833333333333334,6,10.666666666666666,13.9,-0.3,0.79,single_or_no_spouse,not_developed,1.0,Regular
10,1,0,0,1,1,0,1,23.0,7,13.142857142857142,6,14.0,12.4,0.5,1.79,single_or_no_spouse,not_developed,2.0,Regular
6,1,0,0,1,0,0,1,20.0,8,14.4,6,14.0,12.7,3.7,-1.7,single_or_no_spouse,developed,2.0,At-risk
10,1,0,0,0,0,0,0,44.0,0,0.0,0,0.0,13.9,-0.3,0.79,single_or_no_spouse,developed,1.5,At-risk
4,1,0,0,0,1,1,0,49.0,17,12.0,19,11.22222222222222,15.5,2.8,-4.06,single_or_no_spouse,developed,1.0,Regular
17,0,0,0,0,1,1,0,46.0,13,12.2,12,12.8,7.6,2.6,0.32,has_spouse,developed,1.0,Regular
6,1,1,0,0,0,1,0,41.0,3,12.333333333333334,2,11.0,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,At-risk
12,1,1,0,0,1,1,0,18.0,8,11.8375,9,12.48125,13.9,-0.3,0.79,single_or_no_spouse,developed,1.0,Regular
17,0,0,0,0,1,1,0,43.0,5,11.8,6,14.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.0,Regular
9,1,0,0,1,0,1,0,70.0,5,0.0,9,0.0,10.8,1.4,1.74,single_or_no_spouse,developed,1.5,At-risk
8,1,0,0,0,1,1,0,48.0,0,0.0,0,0.0,15.5,2.8,-4.06,single_or_no_spouse,developed,1.5,At-risk
4,1,0,0,0,1,1,0,41.0,19,12.68421052631579,13,12.384615384615383,15.5,2.8,-4.06,has_spouse,developed,1.5,Regular
11,1,0,0,0,1,1,0,21.0,8,12.571428571428571,10,13.0,12.7,3.7,-1.7,single_or_no_spouse,developed,2.0,Regular
1,1,0,0,1,0,1,0,35.0,18,11.25,7,0.0,16.2,0.3,-0.92,single_or_no_spouse,not_developed,1.0,At-risk
8,1,1,0,0,1,1,0,44.0,13,14.0,9,15.5,10.8,1.4,1.74,has_spouse,developed,2.0,Exceptional
9,1,1,0,1,1,1,0,18.0,15,13.333333333333334,6,13.5,13.9,-0.3,0.79,single_or_no_spouse,developed,2.0,At-risk
3,0,1,0,0,1,1,0,45.0,7,13.666666666666666,6,13.666666666666666,7.6,2.6,0.32,has_spouse,developed,1.0,Exceptional
11,1,0,0,0,1,1,0,20.0,12,10.0,9,10.8,15.5,2.8,-4.06,single_or_no_spouse,developed,3.0,Regular
4,1,1,0,0,1,1,0,22.0,12,12.6,11,11.714285714285714,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,Regular
7,1,0,0,0,1,1,0,39.0,10,17.333333333333332,11,17.0,13.9,-0.3,0.79,single_or_no_spouse,developed,2.0,At-risk
6,1,0,0,0,0,1,0,20.0,10,13.2,21,12.0,12.4,0.5,1.79,single_or_no_spouse,developed,2.0,Regular
9,1,0,0,0,1,1,0,49.0,9,14.0,8,13.666666666666666,8.9,1.4,3.51,has_spouse,developed,2.0,At-risk
13,1,1,0,0,1,1,0,43.0,4,13.875,1,12.5,11.1,0.6,2.02,single_or_no_spouse,developed,3.0,At-risk
17,0,1,0,0,1,1,0,32.0,5,0.0,5,0.0,7.6,2.6,0.32,has_spouse,developed,1.0,At-risk
10,1,0,0,0,1,1,0,47.0,9,13.11111111111111,7,14.857142857142858,10.8,1.4,1.74,single_or_no_spouse,developed,1.0,Exceptional
17,0,0,0,0,1,1,1,37.0,8,10.9,11,13.333333333333334,16.2,0.3,-0.92,has_spouse,developed,1.0,At-risk
3,0,0,0,0,1,1,0,41.0,10,12.5,7,12.142857142857142,10.8,1.4,1.74,has_spouse,developed,1.5,Regular
4,1,0,0,0,1,1,0,60.0,18,14.11111111111111,13,14.23076923076923,15.5,2.8,-4.06,has_spouse,developed,1.5,Exceptional
11,1,0,0,0,1,1,0,47.0,11,14.727272727272728,9,15.77777777777778,10.8,1.4,1.74,has_spouse,developed,1.0,Exceptional
3,0,0,0,1,0,1,0,50.0,6,0.0,6,0.0,12.4,0.5,1.79,single_or_no_spouse,developed,1.5,At-risk
17,0,1,0,0,1,1,0,45.0,5,0.0,5,0.0,7.6,2.6,0.32,has_spouse,developed,2.0,At-risk
7,1,0,0,1,0,1,0,45.0,5,0.0,5,0.0,15.5,2.8,-4.06,single_or_no_spouse,developed,1.0,At-risk
6,1,0,0,0,1,1,0,33.0,7,13.5,6,11.6,7.6,2.6,0.32,has_spouse,developed,2.0,Regular
12,1,0,0,0,1,1,0,18.0,8,13.105714285714283,8,13.105714285714283,10.8,1.4,1.74,single_or_no_spouse,developed,3.0,Regular
6,1,0,0,0,1,1,0,43.0,8,13.5,5,14.4,9.4,-0.8,-3.12,has_spouse,developed,2.0,Exceptional
3,0,0,0,0,1,1,0,44.0,18,11.846153846153848,11,12.0,12.7,3.7,-1.7,single_or_no_spouse,developed,2.0,Regular
8,1,0,0,0,1,1,0,29.0,5,0.0,5,0.0,7.6,2.6,0.32,single_or_no_spouse,developed,1.5,At-risk
14,1,0,0,1,0,1,0,53.0,11,14.333333333333334,6,0.0,12.7,3.7,-1.7,single_or_no_spouse,developed,2.0,At-risk
17,0,0,0,0,1,1,0,37.0,10,15.8,5,17.6,9.4,-0.8,-3.12,has_spouse,developed,1.0,Exceptional
14,1,1,0,0,1,1,0,18.0,16,13.8,7,12.4,13.9,-0.3,0.79,single_or_no_spouse,developed,1.5,Regular
1,1,0,0,1,1,1,0,35.0,18,12.666666666666666,11,12.0,16.2,0.3,-0.92,single_or_no_spouse,developed,2.0,At-risk
11,1,0,0,0,1,1,0,23.0,10,13.0,9,12.0,11.1,0.6,2.02,single_or_no_spouse,developed,2.5,Regular
2,1,1,0,0,1,1,0,22.0,0,0.0,0,0.0,7.6,2.6,0.32,single_or_no_spouse,developed,1.5,Regular
3,0,0,0,0,0,1,0,33.0,6,11.0,0,0.0,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,At-risk
8,1,0,0,0,0,1,0,41.0,9,0.0,9,0.0,10.8,1.4,1.74,single_or_no_spouse,developed,2.0,At-risk
12,1,0,0,0,1,1,0,51.0,7,15.2,8,16.575,13.9,-0.3,0.79,single_or_no_spouse,developed,1.5,Exceptional
14,1,0,0,0,1,1,0,19.0,7,14.428571428571429,8,14.375,11.1,0.6,2.02,single_or_no_spouse,developed,3.0,Exceptional
17,0,0,0,0,1,1,0,35.0,5,0.0,5,0.0,11.1,0.6,2.02,single_or_no_spouse,developed,1.0,At-risk
2,1,1,0,0,1,1,0,20.0,0,0.0,0,0.0,7.6,2.6,0.32,single_or_no_spouse,not_developed,2.0,Regular
14,1,1,0,0,1,1,0,18.0,13,13.75,8,11.2,13.9,-0.3,0.79,single_or_no_spouse,developed,3.0,Regular
15,1,0,0,1,0,1,1,18.0,11,12.166666666666666,15,12.0,13.9,-0.3,0.79,single_or_no_spouse,developed,1.0,At-risk
4,1,0,0,0,1,1,0,21.0,12,12.142857142857142,11,11.666666666666666,13.9,-0.3,0.79,single_or_no_spouse,developed,2.0,Regular
11,1,1,0,0,1,1,0,21.0,9,12.0,8,11.6,13.9,-0.3,0.79,single_or_no_spouse,developed,2.0,Regular
9,1,0,0,0,1,1,0,34.0,10,11.666666666666666,7,12.75,9.4,-0.8,-3.12,has_spouse,developed,2.0,Regular
8,1,1,0,0,1,1,0,34.0,9,0.0,6,0.0,16.2,0.3,-0.92,single_or_no_spouse,developed,2.0,At-risk
14,1,1,0,0,1,1,0,21.0,10,11.875,8,12.0,11.1,0.6,2.02,single_or_no_spouse,developed,2.0,Regular
15,1,0,0,0,1,1,0,32.0,15,11.285714285714286,10,12.333333333333334,13.9,-0.3,0.79,single_or_no_spouse,developed,2.5,Regular
11,1,1,0,0,1,1,0,30.0,17,10.0,15,11.333333333333334,7.6,2.6,0.32,single_or_no_spouse,developed,2.0,At-risk
2,1,1,0,1,1,1,0,19.0,13,12.0,15,11.181818181818182,8.9,1.4,3.51,single_or_no_spouse,developed,2.5,Regular
15,1,1,0,0,1,1,0,20.0,7,13.833333333333334,7,13.0,8.9,1.4,3.51,single_or_no_spouse,developed,1.0,At-risk
5,1,1,0,0,1,1,0,18.0,0,0.0,0,0.0,12.4,0.5,1.79,single_or_no_spouse,developed,1.5,At-risk
11,1,0,0,0,1,1,0,19.0,7,14.428571428571429,6,12.5,8.9,1.4,3.51,single_or_no_spouse,developed,3.0,Regular
12,1,1,0,0,1,1,0,18.0,8,14.2,9,12.4,12.4,0.5,1.79,single_or_no_spouse,developed,3.0,At-risk
17,0,0,0,0,1,1,0,27.0,8,11.5,9,10.333333333333334,12.7,3.7,-1.7,single_or_no_spouse,developed,1.5,At-risk
15,1,1,0,0,1,1,0,52.0,7,13.0,6,15.0,9.4,-0.8,-3.12,single_or_no_spouse,developed,1.0,Exceptional
4,1,1,0,0,0,1,0,29.0,6,0.0,8,0.0,15.5,2.8,-4.06,has_spouse,developed,2.0,At-risk
4,1,1,0,1,0,1,0,22.0,12,11.333333333333334,13,11.0,8.9,1.4,3.51,single_or_no_spouse,developed,2.0,At-risk
6,1,1,0,0,1,1,0,28.0,45,12.5,26,11.428571428571429,15.5,2.8,-4.06,single_or_no_spouse,not_developed,1.5,Regular
14,1,1,0,0,1,1,0,30.0,5,0.0,5,0.0,7.6,2.6,0.32,single_or_no_spouse,developed,2.5,At-risk
12,1,1,0,0,1,0,0,18.0,7,13.471428571428572,9,13.944444444444445,16.2,0.3,-0.92,single_or_no_spouse,developed,2.5,Exceptional
14,1,1,0,0,1,0,0,21.0,5,11.75,5,13.333333333333334,9.4,-0.8,-3.12,single_or_no_spouse,developed,2.0,Regular
5,1,1,0,1,1,0,1,20.0,9,13.333333333333334,10,14.666666666666666,12.7,3.7,-1.7,single_or_no_spouse,developed,1.0,Exceptional
12,1,1,0,0,1,0,1,21.0,8,13.105,8,13.105,9.4,-0.8,-3.12,single_or_no_spouse,developed,3.0,Regular
17,0,0,0,1,0,0,0,32.0,5,0.0,6,0.0,10.8,1.4,1.74,has_spouse,developed,1.5,At-risk
